246,200,Pottery,14:26:33,14:27:37
586,208,Cyprus,15:29:52,15:31:46
776,212,Coins,12:52:51,12:53:24
3017,266,Coins,13:54:16,13:54:22
3542,279,Pottery,13:17:56,13:17:58
8333,388,Pottery,14:14:46,14:14:48
8950,398,Coins,12:36:55,12:37:42
11740,472,Coins,11:51:53,11:51:59
1,195,JerusalemPhoto,14:12:05,14:12:19
2,195,MaterialCultures,14:12:19,14:13:23
3,195,JerusalemPhoto,14:13:23,14:14:11
4,195,MaterialCultures,14:14:11,14:14:47
5,195,JerusalemPhoto,14:14:47,14:14:55
6,195,ChalcolitePeriod,14:14:55,14:19:19
7,195,CanaaniteStelae,14:19:19,14:20:16
8,195,ChalcolitePeriod,14:20:16,14:20:34
9,195,CanaaniteStelae,14:20:34,14:21:27
10,195,ChalcolitePeriod,14:21:27,14:21:36
11,195,IvoryWomanPhoenician,14:21:36,14:21:50
12,195,ClayAmphorae,14:21:50,14:21:56
13,195,DuckBoxIvories,14:21:56,14:22:18
14,195,CanaaniteStelae,14:22:18,14:22:34
15,195,IvoryWomanPhoenician,14:22:34,14:24:17
16,195,ClayAmphorae,14:24:17,14:24:32
17,195,IvoryWomanPhoenician,14:24:32,14:24:37
18,195,ClayAmphorae,14:24:37,14:25:36
19,195,IvoryWomanPhoenician,14:25:36,14:25:58
20,195,ClayAmphorae,14:25:58,14:27:03
21,195,IvoryWomanPhoenician,14:27:03,14:29:38
22,195,EntranceReubenHecht,14:29:38,14:31:27
23,195,Anthropoids,14:31:27,14:31:34
24,195,JewishCoffins,14:31:34,14:33:25
25,195,Anthropoids,14:33:25,14:33:31
26,195,RomanDivinitiesStatuettes,14:33:31,14:33:33
27,195,JewishCoffins,14:33:33,14:36:12
28,195,LeadCoffinMosaic,14:36:12,14:38:09
29,195,ChalcolitePeriod,14:38:09,14:39:50
30,195,MaterialCultures,14:39:50,14:40:20
31,195,Phoenicians,14:40:20,14:40:23
32,195,MaterialCultures,14:40:23,14:42:37
33,195,GlassOvenVessels,14:42:37,14:42:57
34,195,CraftsAndArts,14:42:57,14:44:04
35,195,MaritimeCommerce,14:44:05,14:44:07
36,195,ImportedPottery,14:44:07,14:44:13
37,195,MaritimeCommerce,14:44:13,14:44:15
38,195,CraftsAndArts,14:44:15,14:44:25
39,195,ImportedPottery,14:44:25,14:44:41
40,195,BuildingMethodsAndFacilities,14:44:41,14:46:07
41,195,BurialTradition2,14:46:07,14:46:15
42,195,BuildingMethodsAndFacilities,14:46:15,14:46:22
43,195,MaritimeCommerce,14:46:22,14:46:27
44,195,PhoenicianWriting1,14:46:27,14:46:35
45,196,MaterialCultures,14:12:32,14:13:54
46,196,DuckBoxIvories,14:14:13,14:19:49
47,196,IvoryWomanPhoenician,14:19:49,14:20:55
48,196,DuckBoxIvories,14:20:55,14:21:07
49,196,IvoryWomanPhoenician,14:21:07,14:21:45
50,196,DuckBoxIvories,14:21:45,14:21:51
51,196,ClayAmphorae,14:21:51,14:22:17
52,196,DuckBoxIvories,14:22:17,14:22:19
53,196,IvoryWomanPhoenician,14:22:19,14:24:23
54,196,ClayAmphorae,14:24:23,14:28:51
55,196,RomanDivinitiesStatuettes,14:28:51,14:29:48
56,196,JewishCoffins,14:29:48,14:31:50
57,196,MenorahJewishEpigraphy,14:31:50,14:32:22
58,196,Anthropoids,14:32:22,14:32:34
59,196,JewishCoffins,14:32:34,14:32:43
60,196,Anthropoids,14:32:43,14:32:45
61,196,JewishCoffins,14:32:45,14:33:10
62,196,Anthropoids,14:33:10,14:33:25
63,196,JewishCoffins,14:33:25,14:35:08
64,196,LeadCoffinMosaic,14:35:08,14:37:08
65,196,ChalcolitePeriod,14:37:08,14:38:53
66,196,MaterialCultures,14:38:53,14:41:04
67,196,Phoenicians,14:41:04,14:41:41
68,196,GlassOvenVessels,14:41:41,14:42:00
69,196,CraftsAndArts,14:42:00,14:42:25
70,196,MaritimeCommerce,14:42:25,14:43:27
71,196,CraftsAndArts,14:43:27,14:43:43
72,196,ImportedPottery,14:43:43,14:44:02
73,196,MaritimeCommerce,14:44:02,14:45:06
74,196,BuildingMethodsAndFacilities,14:45:06,14:45:47
75,196,PhoenicianWriting1,14:45:47,14:46:21
76,196,BuildingMethodsAndFacilities,14:46:21,14:46:29
77,196,BurialTradition2,14:46:29,14:47:09
13158,518,Pottery,13:18:45,13:19:00
78,196,EverydayPottery,14:47:09,14:49:16
79,196,BronzeTools,14:49:16,14:50:42
80,196,MosaicfromSynagogue,14:50:42,14:50:50
81,196,GlassOvenVessels,14:50:50,14:52:08
82,196,MosaicfromSynagogue,14:52:08,14:52:25
83,196,WoodenTools,14:52:25,14:52:59
84,196,PhoenicianWriting1,14:52:59,14:53:37
85,196,WoodenTools,14:53:37,14:55:17
86,196,GlassOvenVessels,14:55:17,14:56:09
87,196,MaterialCultures,14:56:09,14:56:27
88,196,SymbolsJewishMenorah,14:56:27,14:56:36
89,197,SymbolsJewishMenorah,11:36:46,11:39:38
90,197,EntranceReubenHecht,11:39:38,11:39:40
91,197,SymbolsJewishMenorah,11:39:40,11:42:34
92,197,PersianCult,11:42:34,11:43:06
93,197,SymbolsJewishMenorah,11:43:06,11:43:11
94,197,PersianCult,11:43:11,11:51:30
95,197,JerusalemPhoto,11:51:30,11:51:41
96,197,MaterialCultures,11:51:41,11:53:50
97,197,ChalcolitePeriod,11:53:50,12:00:42
98,197,BronzeTools,12:00:42,12:02:08
99,197,ShipEntrance,12:02:08,12:02:20
100,197,ShipFront,12:02:20,12:04:21
101,197,ShipEntrance,12:04:21,12:04:40
102,197,ShipFront,12:04:40,12:05:54
103,197,ShipEntrance,12:05:54,12:10:16
104,197,DuckBoxIvories,12:10:16,12:13:31
