859,239,12:13:30,12:14:01,ShipBack,User
1,195,12:44:25,12:45:14,DuckBoxIvories,System
2,195,13:23:58,13:25:08,CraftsAndArts,System
3,195,13:25:37,13:26:33,MaritimeCommerce,System
4,195,13:26:44,13:27:33,BurialTradition2,System
5,195,13:29:24,13:30:16,PhoenicianWriting1,System
6,196,12:36:22,12:37:28,DuckBoxIvories,System
7,196,12:38:12,12:39:16,JewishCoffins,System
8,196,12:39:32,12:40:20,JewishCoffins,System
9,196,13:09:00,13:10:04,ShipFront,System
10,196,13:10:23,13:11:23,ShipFront,System
11,196,13:17:28,13:18:50,Phoenicians,System
12,197,12:10:20,12:10:30,DuckBoxIvories,User
13,197,12:34:43,12:35:33,ShipBack,System
14,197,12:36:13,12:37:37,ShipBack,System
15,197,12:38:10,12:39:09,ShipBack,System
16,197,12:40:40,12:40:47,ShipBack,User
17,197,12:41:16,12:42:18,ShipBack,System
18,197,12:42:29,12:43:16,ShipBack,System
19,197,12:43:30,12:44:30,ShipBack,System
20,197,12:46:19,12:46:26,ShipBack,User
21,197,13:01:56,13:02:28,CraftsAndArts,System
22,198,12:59:58,13:01:20,Phoenicians,System
23,198,13:05:51,13:06:43,PhoenicianWriting1,System
24,198,13:07:19,13:08:12,BurialTradition2,System
25,198,14:04:31,14:05:36,ShipBack,System
26,198,14:29:10,14:30:21,AnimalModels,System
27,198,14:30:42,14:30:46,AnimalModels,User
28,198,14:41:32,14:42:32,ShipBack,System
29,198,14:43:13,14:44:14,ShipBack,System
30,198,14:44:20,14:44:51,ShipBack,User
31,198,14:44:55,14:45:30,ShipBack,User
32,198,14:45:50,14:46:12,ShipBack,User
33,198,14:46:18,14:47:18,ShipBack,System
34,199,13:08:23,13:08:58,CraftsAndArts,System
35,199,13:09:07,13:10:05,CraftsAndArts,User
36,199,13:10:11,13:11:14,CraftsAndArts,System
37,199,13:12:30,13:13:48,MosaicfromSynagogue,System
38,199,13:13:54,13:14:59,MosaicfromSynagogue,System
39,199,13:15:23,13:16:21,MosaicfromSynagogue,System
40,199,13:18:03,13:19:16,ShipEntrance,System
41,199,13:19:34,13:20:54,ShipBack,System
42,199,13:21:19,13:22:39,ShipBack,System
43,199,13:00:49,13:01:55,ReligionAndCult,System
44,199,13:03:05,13:03:56,PhoenicianWriting1,System
45,199,13:04:09,13:04:14,PhoenicianWriting1,User
46,199,13:04:37,13:05:07,PhoenicianWriting1,User
47,199,13:05:40,13:06:02,BurialTradition2,User
48,199,13:06:37,13:07:27,BurialTradition2,System
49,199,13:07:56,13:08:52,MaritimeCommerce,User
50,199,13:13:13,13:14:27,BronzeTools,System
51,199,13:15:52,13:17:09,MosaicfromSynagogue,System
52,200,12:14:05,12:15:11,MosaicfromSynagogue,System
53,200,12:15:38,12:16:43,MosaicfromSynagogue,System
54,201,11:03:24,11:04:29,Gems,System
55,201,11:35:11,11:36:09,CraftsAndArts,System
56,201,11:36:27,11:37:43,CraftsAndArts,System
57,201,11:41:07,11:42:19,WoodenTools,System
58,201,11:44:16,11:45:37,GlassOvenVessels,System
59,201,11:49:10,11:50:06,MosaicfromSynagogue,System
60,201,11:50:46,11:52:00,ShipEntrance,System
61,201,11:53:48,11:54:03,ShipEntrance,User
62,201,11:58:18,11:59:18,CanaaniteStelae,System
63,201,11:59:57,12:01:04,IvoryWomanPhoenician,System
64,201,12:01:17,12:02:09,IvoryWomanPhoenician,System
65,201,12:05:51,12:06:56,JewishCoffins,System
66,201,12:09:51,12:11:09,OilLamps,System
67,201,12:13:30,12:14:31,GreeceEgypt,System
68,201,12:14:45,12:15:43,GreeceEgypt,System
69,202,11:25:49,11:27:07,JewishCoffins,System
70,202,11:37:19,11:38:06,ShipBack,System
71,202,11:38:11,11:38:43,ShipBack,User
72,202,11:39:11,11:39:49,ShipBack,User
73,202,12:14:22,12:15:42,JewishCoffins,System
74,202,12:15:52,12:16:40,JewishCoffins,System
75,202,12:19:16,12:20:24,LeadCoffinMosaic,System
76,202,12:21:04,12:21:56,Anthropoids,System
77,202,12:22:18,12:22:41,Anthropoids8,System
78,202,12:23:00,12:24:06,Anthropoids,System
79,202,13:23:39,13:25:03,Phoenicians,System
80,202,13:25:26,13:26:38,GlassOvenVessels,System
81,202,13:26:47,13:27:36,BurialTradition2,System
82,202,13:27:44,13:28:47,BurialTradition2,System
83,202,13:28:55,13:29:50,BurialTradition2,System
84,202,13:30:01,13:31:01,BurialTradition2,System
85,202,13:31:12,13:32:03,PhoenicianWriting1,System
86,202,13:32:11,13:33:26,PhoenicianWriting1,System
87,202,13:33:36,13:34:40,PhoenicianWriting1,System
88,202,13:34:52,13:35:41,BurialTradition2,System
89,202,13:41:05,13:41:52,ReligionAndCult,System
90,202,13:42:00,13:43:06,ReligionAndCult,System
91,202,13:44:24,13:44:38,CraftsAndArts,User
92,202,13:44:43,13:45:39,CraftsAndArts,System
93,202,13:45:47,13:46:44,CraftsAndArts,System
94,202,13:46:52,13:48:08,CraftsAndArts,System
95,202,13:49:11,13:50:25,WoodenTools,System
96,202,13:53:50,13:55:02,GlassOvenVessels,System
97,202,13:55:20,13:56:38,MosaicfromSynagogue,System
98,202,14:00:01,14:01:15,BronzeTools,System
99,202,14:13:39,14:14:54,ShipEntrance,System
100,202,14:15:00,14:16:04,ShipFront,System
101,202,14:16:12,14:17:20,ShipFront,System
102,202,14:17:35,14:18:47,ShipFront,System
103,202,14:21:02,14:21:49,MaritimeArcheology,System
104,202,14:22:11,14:23:12,CarpenterTools,System
105,202,14:23:21,14:24:21,CarpenterTools,System
106,202,14:24:30,14:25:11,CarpenterTools,System
107,202,14:27:49,14:28:44,DuckBoxIvories,System
108,202,14:29:13,14:30:04,CanaaniteStelae,System
109,203,12:51:18,12:51:59,Phoenicians,User
110,203,12:58:08,12:59:10,MaritimeCommerce,System
111,203,13:01:43,13:02:40,PhoenicianWriting1,System
112,203,13:03:22,13:04:12,BurialTradition2,System
113,203,13:06:01,13:06:18,CraftsAndArts,User
114,203,13:07:51,13:08:47,WoodenTools,User
115,203,13:10:01,13:10:43,GlassOvenVessels,User
116,203,13:11:05,13:11:38,GlassOvenVessels,User
117,203,13:12:21,13:12:58,BronzeTools,User
118,203,13:14:35,13:15:26,MosaicfromSynagogue,User
119,203,13:18:55,13:19:12,DuckBoxIvories,User
120,203,13:19:36,13:20:04,CanaaniteStelae,User
121,203,13:20:53,13:21:31,DuckBoxIvories,User
122,203,13:22:25,13:23:01,CanaaniteStelae,User
123,203,13:23:47,13:23:59,AnimalModels,User
124,203,13:24:19,13:24:31,AnimalModels,User
125,203,13:25:09,13:25:56,LeadCoffinMosaic,User
126,203,13:26:40,13:27:32,JewishCoffins,User
127,203,13:28:11,13:28:24,JewishCoffins,User
128,203,13:28:43,13:29:41,Anthropoids,System
129,203,13:36:17,13:37:30,ShipEntrance,System
130,203,13:00:18,13:01:04,CraftsAndArts,System
131,203,13:01:17,13:01:48,CraftsAndArts,System
132,203,13:02:11,13:03:05,CraftsAndArts,System
133,203,13:03:50,13:05:09,CraftsAndArts,System
134,203,13:05:29,13:06:54,CraftsAndArts,System
135,203,13:07:37,13:08:26,CraftsAndArts,System
136,203,13:08:37,13:09:52,CraftsAndArts,System
137,203,13:10:27,13:11:31,MaritimeCommerce,System
138,203,13:16:15,13:17:22,BurialTradition2,System
139,203,13:19:04,13:19:57,GlassOvenVessels,System
140,203,13:20:11,13:21:45,GlassOvenVessels,System
141,203,13:21:57,13:23:10,GlassOvenVessels,System
142,203,13:24:50,13:25:55,MosaicfromSynagogue,System
143,203,13:26:04,13:27:08,MosaicfromSynagogue,System
